speed,deceleration,deltadistance,delta_time,detection
65.84,27.1643,32.8617,0.152018547,TRUE
65.84,27.1643,36.8324,0.56808567,TRUE
66.36,-2.2524,35.53,0.472074032,TRUE
66.36,4.8576,23.6261,0.432069063,TRUE
66.36,-4.3694,44.8928,0.568092823,TRUE
66.36,4.0157,29.5105,0.496074677,TRUE
66.36,-0.2941,25.2505,0.416071177,TRUE
66.36,-1.9792,41.4027,0.576081514,TRUE
66.36,1.9519,33.0274,0.536088943,TRUE
66.36,-2.1855,40.5452,0.552082777,TRUE
65.84,1.1257,60.3369,0.960145712,TRUE
65.84,0.0722,36.9602,0.59209919,TRUE
65.33,-1.1039,32.4621,0.480071783,TRUE
64.3,0.4538,71.0773,1.136086702,FALSE
64.3,-1.2824,41.458,0.592170238,FALSE
64.3,0.7873,31.3292,0.472070217,FALSE
64.3,1.1508,31.0253,0.512080669,FALSE
64.3,-0.0824,36.6488,0.600094557,FALSE
63.79,-0.3987,27.633,0.440069437,FALSE
62.24,-0.2526,29.6733,0.464065552,FALSE
62.24,-0.1185,37.7444,0.58409071,FALSE
61.21,0.6296,32.4042,0.528100014,FALSE
61.21,1.4633,29.8647,0.560070753,FALSE
59.16,-1.8981,36.8962,0.576086044,FALSE
59.16,1.3441,30.1459,0.528084993,FALSE
57.1,2.4554,19.2849,0.408063412,FALSE
55.04,-0.8442,28.615,0.552092791,FALSE
51.95,-0.3004,58.4924,1.064165115,FALSE
51.95,1.8963,25.7604,0.584089279,FALSE
51.95,-1.3938,30.9115,0.592196941,FALSE
51.95,1.7103,20.898,0.471920967,FALSE
47.32,0.7351,20.788,0.512133598,FALSE
45.27,-0.2715,17.0071,0.40806365,FALSE
45.27,-0.0954,21.5876,0.512081861,FALSE
42.18,0.0182,19.8613,0.47207737,FALSE
42.18,1.4631,19.6787,0.584088802,FALSE
39.09,-1.9819,23.2116,0.528078079,FALSE
39.09,1.5033,18.6437,0.512118101,FALSE
36.01,1.1778,13.7829,0.440030098,FALSE
36.01,-0.3622,20.0757,0.600100279,FALSE
33.43,0.9014,12.3888,0.416064501,TRUE
33.43,-0.7102,16.7792,0.504078865,TRUE
30.86,-0.0006,17.0474,0.512086391,TRUE
30.86,0.9492,14.4162,0.504105806,TRUE
28.29,0.9756,13.5777,0.592060328,TRUE
28.29,-1.3592,13.5135,0.46408391,TRUE
25.72,0.9674,11.6321,0.472079277,TRUE
25.72,-0.0169,12.2642,0.496079206,TRUE
23.66,0.3083,13.5778,0.592089891,TRUE
23.66,0.4094,11.2885,0.544083118,TRUE
21.6,0.105,11.9237,0.592090607,TRUE
19.54,0.0336,11.0158,0.551993847,TRUE
18,0.174,18.2544,1.000244141,TRUE
18,0.4446,8.8539,0.560087442,TRUE
16.46,0.6371,5.5801,0.424067736,TRUE
16.46,-1.0443,9.048,0.496082306,TRUE
14.91,0.711,6.7724,0.448069572,TRUE
14.91,0.5716,6.27,0.51208353,TRUE
13.37,0.2046,6.1484,0.55209136,TRUE
13.37,-1.0702,8.987,0.536110401,TRUE
12.34,1.3694,5.1615,0.552069426,TRUE
12.34,-0.5375,6.0524,0.504092932,TRUE
11.31,-0.2492,6.7889,0.512063026,TRUE
11.31,0.605,4.6855,0.440072298,TRUE
10.28,0.621,3.9243,0.528085232,TRUE
10.28,-0.811,5.1615,0.464074373,TRUE
9.77,0.7126,3.5805,0.448068142,TRUE
9.77,-0.6341,6.3071,0.552087784,TRUE
9.25,0.6621,3.5806,0.408070326,TRUE
9.25,0.0634,4.59,0.544085503,TRUE
9.25,0.144,4.2271,0.552094221,TRUE
9.25,-0.1214,4.4465,0.536066055,TRUE
8.74,-0.378,5.7096,0.552105188,TRUE
8.74,0.5022,4.1687,0.544066191,TRUE
7.97,-0.0864,3.4686,0.432063103,TRUE
7.97,0.3198,2.8404,0.424064636,TRUE
7.97,-0.2582,4.1687,0.520120144,TRUE
7.97,0.2829,3.3349,0.50404048,TRUE
7.71,-0.4512,4.638,0.520085812,TRUE
7.71,0.3168,4.1489,0.584089518,TRUE
7.45,-0.4271,4.1106,0.456063032,TRUE
7.45,0.6547,3.0742,0.584092855,TRUE
7.2,-0.5839,4.7443,0.560091972,TRUE
7.2,0.3664,3.2783,0.488078117,TRUE
7.2,0.0665,3.0742,0.480081797,TRUE
7.2,-0.3296,4.5206,0.552088261,TRUE
7.2,-0.2143,5.1614,0.552118063,TRUE
6.68,0.8812,2.4979,0.60008359,TRUE
6.68,-0.2545,2.8942,0.528076649,TRUE
6.17,-0.225,3.8255,0.56807518,TRUE
6.17,-0.0787,3.6507,0.512081146,TRUE
5.91,-0.0008,3.3101,0.464080811,TRUE
5.91,0.5928,2.058,0.464073181,TRUE
5.65,-0.135,2.4342,0.480077505,TRUE
5.65,0.0657,2.3211,0.488070011,TRUE
5.4,-0.3506,3.8114,0.568092108,TRUE
5.4,0.5836,1.9596,0.552089453,TRUE
5.4,-0.1929,2.27,0.504081488,TRUE
5.4,-0.5902,4.2503,0.552089453,TRUE
5.4,0.4632,2.5082,0.440070629,TRUE
5.4,0.5196,1.4893,0.416062593,TRUE
5.4,-0.5462,3.9974,0.592102289,TRUE
5.4,0.4013,2.5083,0.54408288,TRUE
5.4,0.0481,2.0379,0.464067936,TRUE
5.4,-0.1562,2.5083,0.488076687,TRUE
5.65,-0.2403,3.3102,0.52008009,TRUE
5.65,-0.07,3.6661,0.544087887,TRUE
5.65,0.5062,2.0746,0.472087145,TRUE
5.65,-0.7237,3.0569,0.416053772,TRUE
5.91,0.4895,2.2526,0.424092054,TRUE
5.91,0.0509,2.8942,0.57605505,TRUE
5.91,-0.3104,3.5021,0.528084517,TRUE
5.91,0.4636,2.038,0.440080881,TRUE
5.91,-0.5988,4.083,0.52807188,TRUE
5.91,0.0859,4.1206,0.568096876,TRUE
54.01,80.6155,25.6141,0.061432362,TRUE
54.01,80.6155,25.6141,0.061432362,TRUE
54.01,80.6155,28.1883,0.44777441,TRUE
54.01,0.9931,33.3869,0.582925558,TRUE
54.01,3.5921,18.8939,0.460060835,TRUE
54.01,-3.287,35.1082,0.585655689,TRUE
53.5,2.312,21.9707,0.439590454,TRUE
52.98,-1.1633,30.4382,0.541963577,TRUE
52.98,-0.8084,28.9939,0.483277559,TRUE
52.98,4.6985,18.2531,0.484625101,TRUE
52.47,-5.3844,34.6371,0.528318882,TRUE
52.47,2.9961,24.8723,0.484633923,TRUE
51.95,0.6922,25.8211,0.541970491,TRUE
51.44,-0.8293,28.133,0.540605545,TRUE
50.92,1.1566,26.0024,0.570639133,TRUE
50.41,-0.5726,58.5234,1.127626657,FALSE
49.9,0.3485,24.7474,0.492824554,FALSE
48.87,0.1061,67.6469,1.387008667,FALSE
48.35,-0.3761,56.0378,1.063462973,FALSE
47.84,1.6779,24.1509,0.554257631,FALSE
47.32,-1.0613,24.1489,0.495555401,FALSE
47.32,0.3381,25.56,0.544700861,FALSE
47.32,-1.2697,26.0691,0.491459608,FALSE
46.29,1.9284,22.0609,0.507841587,FALSE
46.29,0.69,18.4006,0.455965519,FALSE
45.78,-2.3762,29.7973,0.558351755,FALSE
45.78,1.8291,21.2552,0.473711967,FALSE
45.27,1.3472,18.4669,0.479173899,FALSE
45.27,-0.7197,35.423,0.801502943,FALSE
45.27,-0.4403,18.3616,0.399842739,FALSE
44.24,0.2209,21.3277,0.475077391,FALSE
44.24,0.5318,21.9932,0.521493435,FALSE
43.21,-0.8249,24.8856,0.535144806,FALSE
42.18,2.2183,16.6078,0.453235149,FALSE
41.15,-1.2537,20.315,0.477807999,FALSE
41.15,-0.1756,19.7444,0.455965042,FALSE
40.12,1.3141,19.9228,0.550161839,FALSE
39.09,0.1089,14.9894,0.41910553,FALSE
38.06,-1.7709,22.9341,0.513302565,FALSE
36.52,2.4244,14.5831,0.420470715,FALSE
36.52,0.366,15.2822,0.462791204,FALSE
36.01,-0.6631,21.2927,0.578830242,FALSE
34.98,-0.5998,17.2498,0.438218594,TRUE
34.46,1.2856,16.8474,0.511936665,TRUE
33.43,0.4213,13.1471,0.421836138,TRUE
32.92,0.2512,13.7776,0.45869565,TRUE
31.89,-0.3149,18.1914,0.572004318,TRUE
31.38,-0.1471,16.4321,0.505111217,TRUE
30.35,0.0976,15.2823,0.476442814,TRUE
29.32,0.2873,17.7404,0.582925797,TRUE
28.8,1.017,13.7775,0.552892208,TRUE
28.29,-0.8716,17.4304,0.582925558,TRUE
27.26,0.3214,12.6833,0.445044279,TRUE
26.75,0.9318,13.4346,0.578829765,TRUE
26.23,-0.8381,10.7209,0.404088974,TRUE
25.72,-0.6918,11.9161,0.406819582,TRUE
25.2,1.6858,10.473,0.496920347,TRUE
24.69,-1.0648,14.181,0.532414913,TRUE
24.17,0.8236,10.3072,0.447774172,TRUE
23.66,-0.5534,11.0158,0.434122801,TRUE
23.14,1.3041,9.2225,0.479173183,TRUE
22.63,-1.334,11.9237,0.46961689,TRUE
22.12,0.5816,12.9901,0.589751482,TRUE
21.6,0.0505,10.6466,0.488729477,TRUE
21.09,0.2123,10.9546,0.529684305,TRUE
20.57,0.0897,11.8641,0.588386536,TRUE
20.06,-0.0935,11.7469,0.567908764,TRUE
19.54,0.4235,7.9864,0.421836376,TRUE
19.03,0.0556,10.7009,0.574734688,TRUE
18.51,-0.0848,8.0549,0.424566507,TRUE
18.51,0.4276,8.3314,0.492825031,TRUE
18,-0.2975,10.7904,0.580195427,TRUE
17.49,-0.0108,8.987,0.481903315,TRUE
16.97,1.2805,6.1236,0.490094662,TRUE
16.97,-1.6115,8.5823,0.440948486,TRUE
16.46,1.123,6.3469,0.431392431,TRUE
15.94,-0.9426,10.7904,0.546066284,TRUE
15.43,2.3139,4.2912,0.413645267,TRUE
14.91,-0.8765,7.9864,0.533779621,TRUE
14.91,-0.1059,7.4296,0.480538368,TRUE
13.88,0.6186,6.3754,0.517397404,TRUE
13.88,-0.1439,5.3201,0.41228056,TRUE
13.37,-0.5691,7.3653,0.473712683,TRUE
13.37,1.1356,4.7443,0.450505018,TRUE
12.86,-0.9107,6.4304,0.443678379,TRUE
12.86,0.3973,5.9026,0.465521336,TRUE
12.86,0.2113,6.3628,0.551527262,TRUE
12.86,0.0786,4.7443,0.423202276,TRUE
12.34,-0.6114,7.0045,0.494188786,TRUE
11.83,0.3116,6.7249,0.536509752,TRUE
11.31,0.3636,5.734,0.54060626,TRUE
10.8,0.3961,4.6422,0.547431707,TRUE
10.28,-0.5698,4.4281,0.410914898,TRUE
9.77,-0.0098,5.4084,0.499650717,TRUE
9.25,0.4872,4.1489,0.488729239,TRUE
8.74,-0.954,5.1342,0.414993525,TRUE
7.97,1.6229,2.27,0.480555296,TRUE
7.97,-0.6265,4.7443,0.574734688,TRUE
7.45,0.0067,4.8677,0.59248209,TRUE
7.2,0.0919,4.3555,0.565178633,TRUE
6.94,0.1136,2.9785,0.41091466,TRUE
6.68,0.1247,3.6661,0.558352947,TRUE
6.43,0.249,2.8943,0.555622339,TRUE
6.17,-0.5123,3.9975,0.513302326,TRUE
6.17,0.5072,2.7432,0.535144567,TRUE
6.17,-0.2488,3.6981,0.567909479,TRUE
6.17,0.0407,2.9785,0.47098279,TRUE
6.17,-0.024,3.8114,0.589751005,TRUE
6.17,0.078,3.2163,0.531049252,TRUE
6.17,-0.2006,2.8944,0.42047143,TRUE
6.43,0.26,2.7432,0.485999346,TRUE
6.43,0.1223,2.8943,0.585655928,TRUE
6.43,-0.5886,4.0725,0.514667511,TRUE
6.43,0.6215,2.3211,0.447774172,TRUE
64.3,-2.1706,31.0871,0.519707203,TRUE
64.3,-2.1706,31.0871,0.519707203,TRUE
64.3,-2.1706,34.4205,0.489993095,TRUE
64.3,2.1622,25.7624,0.419981718,TRUE
64.3,-0.5209,32.614,0.510017872,TRUE
64.81,-2.9145,40.9855,0.520049572,TRUE
64.3,3.228,32.8759,0.529964209,TRUE
64.3,-0.4536,37.4756,0.57999301,TRUE
64.3,0.8543,33.0036,0.550004959,TRUE
64.3,-0.9723,31.0023,0.480037928,TRUE
63.79,-0.0624,31.7907,0.489969969,TRUE
63.79,1.9912,29.3419,0.539983273,TRUE
63.27,-6.2044,34.6225,0.430063725,TRUE
63.27,3.0292,33.8287,0.519967079,FALSE
62.76,3.0893,23.141,0.449981213,FALSE
61.73,-2.2416,28.309,0.460017204,FALSE
61.73,0.5689,25.4303,0.43000102,FALSE
61.73,-1.4431,28.7646,0.440043688,FALSE
61.73,1.0639,33.8668,0.569942713,FALSE
60.7,0.9403,23.3359,0.420107603,FALSE
60.7,-1.946,30.3171,0.469922304,FALSE
60.18,0.6922,31.7122,0.519997358,FALSE
59.67,0.038,34.6409,0.570005655,FALSE
58.64,1.6422,28.125,0.540083408,FALSE
57.61,-4.3639,37.686,0.509962559,FALSE
56.58,4.7132,25.9285,0.519955635,FALSE
55.55,-0.4886,23.4098,0.449989796,FALSE
55.04,-1.442,32.2173,0.540019989,FALSE
53.5,2.7505,24.6535,0.55001092,FALSE
51.44,-1.7361,30.4409,0.560005903,FALSE
50.41,2.4596,15.3111,0.329988956,FALSE
48.35,-1.5713,24.6055,0.460025787,FALSE
47.32,2.6296,19.4419,0.469981432,FALSE
46.29,-1.1523,22.4599,0.480001211,FALSE
45.27,1.5625,16.6083,0.409987688,FALSE
43.21,-1.4065,28.1365,0.580022097,FALSE
42.18,1.984,19.6791,0.510001183,FALSE
41.15,-0.2053,15.757,0.400006056,FALSE
40.12,0.0155,19.2686,0.490078449,FALSE
39.09,-0.8887,19.9268,0.459928751,FALSE
38.06,3.0822,13.0419,0.430033207,FALSE
36.52,-0.8558,14.9679,0.439971447,FALSE
34.98,-0.255,20.2046,0.570011854,TRUE
33.43,-0.1175,20.946,0.579995394,TRUE
31.89,2.2391,11.469,0.429999113,TRUE
30.86,-1.4839,19.5002,0.560009956,TRUE
30.35,2.4568,10.7904,0.44997716,TRUE
29.32,-1.24,18,0.580023766,TRUE
28.29,0.3619,17.0742,0.589997768,TRUE
27.26,0.7862,12.9638,0.520002604,TRUE
26.23,-0.3642,15.3708,0.570006847,TRUE
25.72,1.0133,10.3072,0.460315466,TRUE
25.2,-0.4552,14.7562,0.589688301,TRUE
24.69,-0.1648,10.2682,0.40000844,TRUE
24.17,-0.0527,11.6563,0.450003862,TRUE
23.66,0.5305,12.4702,0.539993763,TRUE
23.14,-0.0807,13.9006,0.590009689,TRUE
22.63,-0.0024,13.2011,0.560001135,TRUE
22.12,0.9267,8.1374,0.410003185,TRUE
21.6,0.0271,10.6399,0.539990425,TRUE
21.09,-0.2538,12.4921,0.590018511,TRUE
20.57,-0.2684,8.8901,0.40000248,TRUE
20.06,0.2976,11.7201,0.570006371,TRUE
19.54,-0.0784,10.4728,0.499998808,TRUE
19.54,0.8787,7.4134,0.430004358,TRUE
19.03,-0.2881,10.5404,0.55999732,TRUE
18.51,0.643,8.2045,0.530008316,TRUE
18.51,-0.5765,10.8801,0.579997778,TRUE
18,-0.0222,11.1437,0.590009451,TRUE
18,-0.0153,7.5789,0.400001526,TRUE
17.49,1.0974,6.3468,0.449986219,TRUE
16.97,-1.3339,9.2566,0.460023403,TRUE
16.97,1.0536,7.9415,0.54999876,TRUE
16.46,-1.014,8.2784,0.440000534,TRUE
16.46,0.993,7.5611,0.570106506,TRUE
16.46,-1.8008,8.6825,0.419896603,TRUE
15.94,0.9455,8.9727,0.590046406,TRUE
15.94,0.391,6.4154,0.479960918,TRUE
15.43,-0.6855,8.9727,0.530002594,TRUE
15.43,0.6575,7.651,0.580100536,TRUE
14.91,-0.9051,9.0337,0.509942293,TRUE
14.91,0.6775,7.8367,0.559967041,TRUE
14.91,-0.0249,6.3468,0.449975967,TRUE
14.4,0.183,7.5787,0.580136538,TRUE
13.88,-0.6049,8.2044,0.509943724,TRUE
13.88,0.9247,5.633,0.479958057,TRUE
13.37,-0.3411,7.7765,0.570000172,TRUE
13.37,-0.1458,5.9821,0.419986486,TRUE
13.37,0.4824,6.7571,0.590023279,TRUE
12.86,-0.2195,6.5374,0.520004034,TRUE
12.86,-0.0805,7.4226,0.570004463,TRUE
12.86,0.2899,6.2037,0.540095091,TRUE
12.34,-1.0216,8.4629,0.509954214,TRUE
12.34,2.0015,3.502,0.439997673,TRUE
12.34,-0.6971,6.7571,0.569959879,TRUE
11.83,-0.5796,5.982,0.420007944,TRUE
11.83,0.6524,5.281,0.470036507,TRUE
11.83,0.4456,4.0976,0.440007448,TRUE
11.83,-0.3801,5.982,0.529953003,TRUE
11.31,-0.4245,6.0734,0.460014582,TRUE
11.31,0.2644,5.6329,0.470043659,TRUE
11.31,0.4978,4.6271,0.47996068,TRUE
11.31,-0.4084,4.6271,0.410088301,TRUE
11.31,-0.0925,4.8979,0.419914961,TRUE
59.67,1.3749,199.5473,2.98001194,TRUE
59.67,1.3749,199.5473,2.98001194,TRUE
59.67,1.3749,29.5751,0.490018368,TRUE
60.18,-0.4745,36.5699,0.579978704,FALSE
59.67,2.642,21.9132,0.420024872,FALSE
59.67,-0.9627,62.3226,1.009985209,FALSE
59.67,-0.4672,35.3248,0.550004244,FALSE
59.67,2.6592,23.2117,0.440018654,FALSE
59.67,-1.6602,25.6921,0.429978132,FALSE
59.67,-0.5443,37.112,0.590002775,FALSE
59.67,1.3056,32.6554,0.590008497,FALSE
59.67,-0.7871,69.5008,1.090019703,FALSE
59.16,0.3748,62.8979,1.05001545,FALSE
59.16,0.977,29.0553,0.529971123,FALSE
59.16,-0.2593,63.9884,1.110003471,FALSE
59.16,-0.0665,30.1531,0.520004511,FALSE
58.64,-1.1629,25.6915,0.410001993,FALSE
58.13,0.4596,30.2043,0.500000715,FALSE
58.13,2.2042,25.1859,0.509997129,FALSE
58.13,-1.3465,33.0859,0.580012798,FALSE
55.55,-0.9118,27.4807,0.450006247,FALSE
55.55,2.9357,23.3361,0.499994516,FALSE
51.95,-1.0998,26.0326,0.499999762,FALSE
49.38,0.5561,19.9536,0.400003433,FALSE
49.38,-0.028,20.4983,0.409998655,FALSE
47.32,0.1779,26.0088,0.530023098,FALSE
47.32,1.1617,24.9857,0.589980364,FALSE
44.24,-0.2285,23.971,0.550015211,FALSE
44.24,-0.0355,23.6357,0.539994001,FALSE
42.18,0.2258,20.5002,0.480014563,FALSE
42.18,0.7757,18.0353,0.459987164,FALSE
40.12,0.6336,15.3714,0.419998884,FALSE
40.12,-1.305,19.5445,0.460022926,FALSE
38.06,1.5978,15.3713,0.429982901,FALSE
38.06,-0.2599,20.4327,0.550000429,FALSE
36.01,-0.1563,20.1206,0.530008078,FALSE
36.01,1.0209,14.1823,0.42013669,FALSE
34.46,-0.8093,17.6139,0.46988225,TRUE
34.46,1.4197,14.5423,0.469980955,TRUE
34.46,-1.1563,15.4027,0.430021286,TRUE
32.92,0.9586,15.822,0.509987593,TRUE
32.92,-0.2687,18.2,0.559998751,TRUE
30.35,0.2768,31.1325,1.050004005,TRUE
28.8,0.0829,42.9171,1.510005474,TRUE
28.8,-0.7699,13.2698,0.420022488,TRUE
27.77,0.8165,15.1808,0.559987307,TRUE
26.75,0.1993,13.8188,0.52999711,TRUE
26.75,-0.2502,15.3711,0.560020685,TRUE
26.23,0.0999,12.6834,0.469981909,TRUE
25.2,0.2051,25.8908,1.040010452,TRUE
25.2,-0.3331,11.8641,0.449999809,TRUE
24.69,1.2165,9.9065,0.479998589,TRUE
24.69,-0.9357,15.3709,0.590000868,TRUE
24.17,0.1694,14.5516,0.580008984,TRUE
24.17,0.6946,10.473,0.479996681,TRUE
23.66,-0.7642,12.1999,0.480002642,TRUE
23.66,0.8783,8.9729,0.410002708,TRUE
23.14,-0.1615,19.7466,0.850009203,TRUE
23.14,0.6931,8.2047,0.399992704,TRUE
22.12,-0.6641,11.08,0.470025539,TRUE
22.12,0.2052,10.6344,0.469978094,TRUE
21.09,0.8414,8.2047,0.430033445,TRUE
21.09,-0.1109,8.2046,0.419974089,TRUE
20.57,-0.8061,9.863,0.430029869,TRUE
20.57,0.6179,8.2046,0.399990797,TRUE
19.54,0.3732,10.8276,0.589980841,TRUE
19.54,-0.3168,11.6898,0.580008507,TRUE
18.51,0.2998,10.701,0.580026388,TRUE
18.51,-0.2774,8.8537,0.450032473,TRUE
18,0.6355,8.4118,0.509946585,TRUE
18,-0.11,9.2225,0.540018797,TRUE
16.97,0.1639,8.1373,0.500000238,TRUE
16.97,0.2076,8.0536,0.529996872,TRUE
15.94,-0.0587,7.8994,0.509987354,TRUE
15.94,-0.2073,8.7805,0.530004025,TRUE
14.91,0.4276,7.4808,0.519999981,TRUE
13.88,0.0942,13.963,1.040005922,TRUE
13.88,-0.2411,8.5823,0.580003738,TRUE
12.86,0.5125,5.5378,0.440021276,TRUE
12.86,0.0349,5.9618,0.47998023,TRUE
12.34,-0.1685,5.5085,0.420023203,TRUE
12.34,0.5974,5.5718,0.569983959,TRUE
11.31,-0.2315,11.0548,0.93002224,TRUE
11.31,0.5572,4.4464,0.479980707,TRUE
11.31,-0.4097,6.7247,0.580005407,TRUE
10.8,0.3475,4.3553,0.429997921,TRUE
10.8,-0.2844,5.2497,0.460022926,TRUE
10.8,0.0776,6.3626,0.579980135,TRUE
10.8,0.4643,4.0829,0.46000433,TRUE
10.28,-0.1382,8.9728,0.890000343,TRUE
9.77,0.0524,4.7209,0.480006933,TRUE
9.77,0.1296,4.6853,0.509999752,TRUE
9.25,-0.5243,6.7572,0.560002327,TRUE
9.25,0.6926,4.6271,0.560003757,TRUE
9.25,-0.2173,4.3542,0.470003843,TRUE
9.25,0.5012,3.2683,0.469998598,TRUE
8.74,-0.6472,4.1638,0.430004597,TRUE
8.74,0.2356,4.6271,0.550019264,TRUE
8.74,-0.5427,5.5367,0.499990702,TRUE
8.74,0.8203,3.5551,0.509991407,TRUE
7.97,-0.2318,3.5972,0.450005293,TRUE
7.97,-0.004,4.2478,0.530018806,TRUE
7.97,0.015,4.1272,0.519950867,TRUE
7.97,-0.161,4.6511,0.530053616,TRUE
73.05,1.0833,39.7499,0.609992027,TRUE
73.05,1.3699,34.2619,0.599990368,TRUE
73.05,-16.6589,33.4023,0.310002327,TRUE
72.02,4.0447,39.7326,0.440034151,TRUE
72.02,0.6147,152.485,1.940003395,TRUE
72.02,1.8051,64.6416,1.089982033,TRUE
72.02,-7.945,45.0862,0.470011473,TRUE
70.99,6.2263,37.3365,0.859998703,TRUE
70.99,-2.8446,34.5665,0.580024004,TRUE
70.99,-4.5114,36.7745,0.459992647,FALSE
70.99,1.6924,32.6141,0.44998908,FALSE
70.99,-1.3152,34.3902,0.440036535,FALSE
70.99,3.5305,29.535,0.479968071,FALSE
70.99,-24.4478,30.3713,0.250016689,FALSE
70.47,-7.1771,36.3402,0.259988785,FALSE
70.47,11.8798,38.5533,0.770015478,FALSE
70.47,-3.0587,61.2243,0.819994211,FALSE
69.44,2.837,33.5204,0.570023775,FALSE
69.44,-7.8755,27.8144,0.329981804,FALSE
68.93,4.8176,37.3514,0.820023298,FALSE
68.93,-54.0098,38.4902,0.229983091,FALSE
68.42,10.3182,67.4121,0.96000886,FALSE
66.87,1.5526,66.4605,1.330013514,FALSE
66.87,-57.2593,32.4565,0.200006008,FALSE
65.33,21.7267,26.7712,0.520001411,FALSE
62.76,-1.4095,32.4967,0.549995661,FALSE
62.76,-1.2398,30.456,0.470001936,FALSE
60.7,2.5884,35.8336,0.81000042,FALSE
60.7,-18.683,23.8883,0.26000452,FALSE
58.13,3.429,58.4924,1.010002851,FALSE
58.13,-3.2981,26.6774,0.380000591,FALSE
56.58,4.7522,25.6897,0.880024672,FALSE
56.58,-36.298,27.5074,0.239989758,FALSE
54.01,8.7875,30.6127,0.960028648,FALSE
51.95,-5.3703,25.8099,0.45997262,FALSE
50.41,1.4939,29.5365,0.630017281,FALSE
48.35,-202.6881,20.3152,0.089988947,FALSE
48.35,37.9214,26.2822,0.450002432,FALSE
46.29,3.6455,23.7873,0.860013247,FALSE
46.29,-33.6437,25.6406,0.23999095,FALSE
44.24,13.3765,19.4415,0.54000926,FALSE
44.24,0.9564,23.8258,0.850031376,FALSE
42.18,-28.4714,19.6784,0.219988346,FALSE
42.18,10.0785,15.5659,0.669984818,FALSE
40.12,-35.5688,21.9943,0.220003128,FALSE
40.12,9.1823,15.7569,0.920024872,FALSE
38.06,-212.2608,18.4014,0.089998245,FALSE
38.06,31.602,18.7094,0.549987078,FALSE
34.98,1.3828,17.8856,0.750017405,TRUE
34.98,-13.3012,17.8841,0.289984465,TRUE
32.92,6.0469,16.0114,0.500005484,TRUE
32.92,0.8241,17.184,0.640004873,TRUE
30.86,-0.3491,11.2885,0.40002656,TRUE
30.86,0.4719,16.6085,0.659981728,TRUE
29.32,-1.9049,11.4805,0.360001326,TRUE
29.32,2.0876,12.1299,0.660023928,TRUE
27.77,-35.9915,10.6992,0.150007963,TRUE
27.77,7.9252,16.3291,0.479985476,TRUE
26.23,2.5031,10.5212,0.920021296,TRUE
26.23,-143.2608,9.9066,0.080001354,TRUE
25.2,22.5852,13.5393,0.409991026,TRUE
25.2,2.4856,10.5407,0.839989662,TRUE
23.66,-58.9329,9.8312,0.120020628,TRUE
23.66,13.1197,9.6754,0.479981899,TRUE
22.12,-0.6718,12.2645,0.52003479,TRUE
22.12,-0.5186,11.9239,0.459971428,TRUE
20.57,2.0816,8.2047,0.670014381,TRUE
20.57,-7.1656,11.1152,0.320015907,TRUE
20.57,4.0383,7.4137,0.509977579,TRUE
19.54,-1.24,9.2604,0.46000886,TRUE
18,0.0372,9.5795,0.480032206,TRUE
18,0.8935,11.0161,0.939971209,TRUE
16.46,-10.4711,6.9912,0.210029602,TRUE
16.46,2.6326,8.6281,0.929977417,TRUE
15.43,-23.6179,7.4137,0.159999609,TRUE
15.43,6.7562,6.6038,0.500004292,TRUE
14.4,0.2836,6.7248,0.58001709,TRUE
14.4,-2.8069,7.4297,0.349995136,TRUE
13.37,2.5264,4.2913,0.530018091,TRUE
13.37,-2.1849,7.1796,0.419980764,TRUE
12.34,1.1116,6.0527,0.54000783,TRUE
12.34,0.6349,4.6855,0.660010099,TRUE
11.83,-3.0788,4.3555,0.280027866,TRUE
11.83,0.8366,6.0066,0.53996563,TRUE
10.8,0.6,4.2913,0.540027142,TRUE
10.8,-1.8021,4.7445,0.339986801,TRUE
10.8,0.9155,5.3275,0.88001895,TRUE
9.77,-113.0784,4.3555,0.060001135,TRUE
9.77,13.3562,4.1206,0.490007639,TRUE
8.74,0.5853,3.0742,0.700004339,TRUE
8.74,-6.5346,4.7445,0.239981413,TRUE
7.97,1.7125,3.5022,0.960024357,TRUE
7.97,-14.2695,3.2526,0.139980078,TRUE
7.45,3.3705,3.88,0.429997683,TRUE
6.94,0.3717,4.7525,0.760005713,TRUE
6.94,-0.637,3.2783,0.380000353,TRUE
6.94,0.5792,3.179,0.890026331,TRUE
6.94,-13.6266,3.543,0.150012016,TRUE
6.94,2.7739,4.6955,0.559982538,TRUE
6.94,0.7065,2.4978,0.529992819,TRUE
6.68,-0.8481,4.0527,0.47003746,TRUE
6.68,0.5595,3.381,0.819970608,TRUE
6.68,-7.338,1.9877,0.139999628,TRUE
6.68,1.6742,3.057,0.460002422,TRUE
6.68,0.0605,3.5354,0.560009003,TRUE
6.68,-0.0498,3.0751,0.470001698,TRUE
6.68,0.2309,4.1491,0.940022945,TRUE
6.68,-19.0197,2.7433,0.110019684,TRUE
6.43,4.3836,2.9971,0.409981966,TRUE
6.43,0.5098,2.5083,0.549986839,TRUE
6.43,-1.7856,3.2525,0.319999933,TRUE
6.43,0.5981,3.5273,0.48000145,TRUE
6.43,0.2355,3.6233,0.610008001,TRUE
6.43,-0.3174,3.2163,0.440014124,TRUE
6.43,0.4683,2.8944,0.739999294,TRUE
6.43,-2.5715,2.8943,0.269990683,TRUE
6.17,0.4741,4.0115,0.470024824,TRUE
