speed,deceleration,deltadistance,delta_time,detection
78.7,3.2907,33.6558,0.44502449,FALSE
78.7,-1.0657,40.4209,0.499938726,FALSE
78.7,1.8211,30.1481,0.41001606,FALSE
78.7,0.5136,28.954,0.405013323,FALSE
77.68,2.5162,29.34,0.494982004,FALSE
77.68,-6.5743,47,0.510006189,FALSE
77.68,3.5885,37.2809,0.500014544,FALSE
77.68,-3.3897,40.8179,0.455109596,FALSE
76.65,4.0634,30.9135,0.424888372,FALSE
76.65,3.1985,25.9412,0.440015554,FALSE
76.13,-3.8192,47.8253,0.590040922,FALSE
76.13,2.0842,40.4207,0.584980726,FALSE
74.07,-0.1158,30.2711,0.434982061,FALSE
72.02,0.3193,69.6198,1.050010204,FALSE
69.96,-0.1647,65.1408,0.960008621,FALSE
69.96,-0.1208,79.6004,1.150010347,FALSE
68.42,1.2419,59.6862,1.060009241,FALSE
65.84,0.1472,51.1177,0.930009604,FALSE
63.79,-0.4799,62.2536,1.040009737,FALSE
58.64,0.5429,50.0634,0.910008907,FALSE
58.64,2.3146,19.2854,0.425118446,FALSE
56.07,-2.1322,26.259,0.474892139,FALSE
52.98,0.6508,47.6316,0.970007181,FALSE
52.47,-2.0566,17.4773,0.315132856,FALSE
51.44,2.834,20.5028,0.490010977,FALSE
51.44,-0.6363,25.6271,0.564889431,FALSE
48.35,1.2791,18.0633,0.455543995,FALSE
48.35,-0.5735,19.8556,0.46948266,FALSE
46.29,-0.0225,17.8046,0.420068741,FALSE
46.29,-1.1053,27.9507,0.574920893,FALSE
44.24,2.6173,18.0063,0.505027294,FALSE
44.24,-0.391,21.1726,0.56009984,FALSE
42.18,0.828,17.1638,0.509903669,FALSE
42.18,-0.4821,16.6742,0.464989662,FALSE
41.15,-1.2486,21.7165,0.515026093,FALSE
41.15,-1.2258,19.3157,0.410134077,FALSE
39.09,3.0182,14.9894,0.439872026,FALSE
39.09,-0.2936,15.3705,0.435063124,FALSE
38.06,1.6679,12.4921,0.445462704,FALSE
38.06,-2.3094,19.6843,0.500017881,FALSE
38.06,0.2776,17.1637,0.449992895,FALSE
38.06,0.6002,14.4643,0.404465675,FALSE
36.52,-0.2366,21.3346,0.575121164,FALSE
36.52,0.1516,18.5329,0.510020018,FALSE
36.52,0.6619,14.114,0.419909716,FALSE
36.52,0.9308,13.4029,0.454966545,FALSE
35.49,-2.2618,24.8544,0.585541248,FALSE
35.49,1.783,14.1816,0.400016546,FALSE
35.49,1.8278,12.6934,0.469477892,FALSE
34.98,-1.6256,21.2717,0.584984303,TRUE
34.98,0.8828,16.4316,0.515026093,TRUE
34.98,-0.2031,17.4864,0.530519247,TRUE
34.46,-1.0085,19.7917,0.519487619,TRUE
34.46,1.0668,16.847,0.51503253,TRUE
33.95,0.535,12.3883,0.405040264,TRUE
33.95,0.1995,15.9466,0.540037394,TRUE
32.4,-0.5346,14.3498,0.450007677,TRUE
32.4,0.5779,16.2048,0.564894199,TRUE
31.38,-0.9665,16.523,0.495020151,TRUE
31.38,1.2834,15.3141,0.590097666,TRUE
30.35,-0.6102,15.7561,0.539910316,TRUE
30.35,-0.9822,13.7734,0.415096521,TRUE
29.32,3.3673,8.1371,0.424927235,TRUE
29.32,-2.7515,11.9772,0.400003672,TRUE
27.77,0.9743,14.3496,0.590504408,TRUE
27.77,-1.355,14.1534,0.464468002,TRUE
27.77,1.3601,11.4652,0.475019693,TRUE
26.75,0.6701,10.251,0.49011302,TRUE
25.72,-1.742,13.9749,0.479988337,TRUE
25.72,1.6457,9.6096,0.434896231,TRUE
25.72,-0.1121,11.9042,0.525022507,TRUE
24.69,0.2498,11.5301,0.540025234,TRUE
24.69,0.3183,10.4388,0.52998209,TRUE
23.14,-0.088,19.2843,0.940317154,TRUE
22.12,-0.0952,10.6986,0.509834766,TRUE
22.12,-0.8751,11.4799,0.460386276,TRUE
21.09,2.3112,6.7884,0.49453783,TRUE
20.57,-0.7125,20.3013,0.985055447,TRUE
20.57,0.1466,10.9043,0.550213099,TRUE
19.54,1.2933,6.7718,0.504728556,TRUE
19.54,-1.1223,10.8356,0.554973364,TRUE
18.51,0.5973,11.977,0.810528994,TRUE
18,-0.6622,11.0794,0.594468832,TRUE
18,0.4183,9.2219,0.565077543,TRUE
15.94,0.2093,18.345,1.354940414,TRUE
14.91,0.0234,19.3438,1.46512866,TRUE
13.88,0.2412,9.4209,0.839913368,TRUE
13.37,-0.029,12.3275,1.070010662,TRUE
12.34,0.6938,4.0829,0.50498271,TRUE
12.34,-0.8341,7.7071,0.595028877,TRUE
11.31,0.2879,5.2576,0.450063467,TRUE
11.31,0.4162,4.3507,0.440114737,TRUE
10.28,0.1458,9.0078,1.079855204,TRUE
8.74,0.0879,9.2349,1.275020599,TRUE
7.71,0.0545,9.2349,1.425003767,TRUE
7.45,-0.0388,7.4435,1.080054522,TRUE
7.45,-0.0147,10.3321,1.454931259,TRUE
72.02,65.0288,245.7034,0.390043259,TRUE
72.02,65.0288,245.7034,0.390043259,TRUE
72.02,65.0288,65.3975,0.869923592,TRUE
71.5,-2.576,40.9124,0.469992876,TRUE
72.02,2.1488,39.5848,0.520264387,TRUE
72.02,3.14,26.0058,0.409743071,TRUE
72.02,-1.6674,32.6557,0.460001707,TRUE
71.5,0.5976,39.844,0.589993,TRUE
71.5,-1.0313,37.8522,0.520004272,TRUE
71.5,-1.6982,36.1294,0.450006723,TRUE
70.99,-0.5014,34.59,0.420026779,TRUE
70.99,2.7919,34.8761,0.509962559,TRUE
70.99,1.3986,31.8539,0.520003796,TRUE
70.47,-4.5375,40.7007,0.490008354,FALSE
70.47,3.8414,33.8677,0.539987564,FALSE
69.96,-2.9612,35.8938,0.470010042,FALSE
69.44,2.5004,35.0806,0.560083866,FALSE
69.44,-3.0435,34.2214,0.449910164,FALSE
69.44,3.4325,32.793,0.580010176,FALSE
68.93,-3.1478,33.3977,0.470064402,FALSE
68.93,-3.5254,37.9473,0.439925432,FALSE
68.42,6.6093,25.6913,0.450004101,FALSE
67.9,-4.2852,31.3936,0.420025826,FALSE
67.39,-0.7828,40.1124,0.509965658,FALSE
66.87,4.6374,29.7861,0.559989214,FALSE
65.84,-3.3755,34.0125,0.490016222,FALSE
65.84,7.2094,16.6811,0.419997931,FALSE
64.81,-8.0347,31.6464,0.429991245,FALSE
64.3,4.266,25.6909,0.480082035,FALSE
63.27,-3.2068,33.7658,0.489922762,FALSE
62.76,-4.7518,37.1709,0.42003727,FALSE
62.24,7.0956,25.1854,0.429961205,FALSE
61.21,2.3135,25.6908,0.560091257,FALSE
60.18,-2.023,32.585,0.569911003,FALSE
59.67,-2.7096,28.7012,0.420002222,FALSE
59.67,1.4238,26.8025,0.429995537,FALSE
55.55,0.2175,127.8669,2.220001936,FALSE
53.5,1.1407,43.891,0.929999828,FALSE
51.44,-0.6145,35.9889,0.699999332,FALSE
50.41,-0.2432,29.5394,0.560007811,FALSE
50.41,4.535,14.7306,0.449975014,FALSE
49.38,-3.1933,19.2796,0.420106173,FALSE
47.32,-1.7593,27.8892,0.509947062,FALSE
47.32,3.268,18.8665,0.479961634,FALSE
46.29,-2.2939,27.1525,0.53000164,FALSE
44.24,1.6608,18.6439,0.419998884,FALSE
44.24,1.4478,20.12,0.550004244,FALSE
42.18,-2.4888,25.6239,0.520032406,FALSE
42.18,2.9834,16.2487,0.45000577,FALSE
41.15,-1.2855,25.1811,0.579955578,FALSE
40.12,0.5041,22.3852,0.550008059,FALSE
39.09,-0.4613,24.211,0.560009241,FALSE
38.06,1.2408,18.2619,0.48997736,FALSE
38.06,-0.3173,19.4143,0.500025034,FALSE
36.52,2.6911,12.9374,0.509992838,FALSE
36.01,-4.2208,21.7134,0.480002165,FALSE
35.49,1.7422,18.0632,0.489991188,FALSE
34.98,1.5616,13.7168,0.459982872,TRUE
33.95,-1.1862,19.9209,0.550020933,TRUE
33.43,1.7078,12.6936,0.439994335,TRUE
32.92,-0.4698,16.5874,0.530088186,TRUE
32.4,-1.3665,17.2279,0.459955215,TRUE
31.89,4.3576,8.2045,0.429963827,TRUE
31.38,-3.9112,15.8213,0.439993382,TRUE
30.86,-0.4446,15.4756,0.409997225,TRUE
30.35,1.6064,14.9343,0.499998093,TRUE
30.35,0.1943,12.4921,0.430033445,TRUE
29.83,0.2847,14.3499,0.519972086,TRUE
29.83,-0.9813,15.8329,0.489991426,TRUE
29.32,1.4788,11.0155,0.420114756,TRUE
28.29,-1.2961,16.6754,0.509926558,TRUE
28.29,1.4389,11.6562,0.439969301,TRUE
27.77,0.6983,12.1175,0.529985666,TRUE
27.26,-1.9084,17.8042,0.540012121,TRUE
27.26,1.8458,12.1067,0.51000452,TRUE
27.26,-0.3345,11.0797,0.43998909,TRUE
26.75,-0.3585,13.1842,0.490035295,TRUE
25.72,0.0542,51.1865,1.979973555,TRUE
25.2,0.5495,12.3884,0.539979458,TRUE
24.69,-0.4068,14.9261,0.590051651,TRUE
24.17,0.0354,24.2102,0.969960213,TRUE
23.66,0.5464,11.9157,0.539987564,TRUE
23.14,-0.5943,13.9002,0.55002141,TRUE
23.14,1.5355,8.2043,0.439984798,TRUE
22.63,-0.9944,11.48,0.490056515,TRUE
21.6,0.1342,23.9693,1.089959383,TRUE
21.6,-0.1512,9.0335,0.39999485,TRUE
21.09,0.7321,8.0533,0.410040855,TRUE
20.57,0.192,10.0577,0.540060997,TRUE
20.06,-1.3607,10.4725,0.429905891,TRUE
19.54,1.0023,9.4287,0.480029106,TRUE
19.03,0.5741,8.8284,0.529969931,TRUE
18.51,-0.3761,10.0706,0.539975405,TRUE
18,-0.1011,8.2042,0.430069447,TRUE
18,0.2628,9.222,0.519951344,TRUE
16.97,0.1646,18.2613,1.149976492,TRUE
16.46,-0.0838,18.6388,1.110018253,TRUE
15.43,0.18,15.9464,1.070036173,TRUE
15.43,-0.1747,6.7244,0.429970503,TRUE
14.91,-0.146,7.8366,0.479990959,TRUE
14.4,0.1898,20.3015,1.499992609,TRUE
14.4,-0.3011,7.8365,0.520008564,TRUE
13.88,0.106,13.9,0.989992857,TRUE
13.88,0.0258,7.6459,0.55000782,TRUE
13.88,0.01,7.2021,0.519996405,TRUE
13.88,-0.1622,8.4114,0.569999695,TRUE
13.88,0.4941,6.5561,0.540040255,TRUE
13.88,-0.153,18.6386,1.319959164,TRUE
13.37,-0.0041,8.2041,0.58004427,TRUE
12.86,0.1105,17.6769,1.400002003,TRUE
12.86,0.2926,5.9819,0.540044785,TRUE
11.31,-0.0343,21.2712,1.819912672,TRUE
10.8,0.346,4.744,0.470008373,TRUE
9.77,0.0027,21.0777,2.099992752,TRUE
8.74,0.1115,12.1172,1.429998875,TRUE
7.45,0.0341,12.1062,1.51999402,TRUE
6.43,0.057,18.0622,2.830010653,TRUE
6.68,-0.0008,28.2307,4.39998889,TRUE
6.94,0.0093,12.59,2.020005941,TRUE
6.94,-0.1248,7.7175,1.029994488,TRUE
6.94,0.3687,2.7228,0.470001936,TRUE
6.43,-0.0441,8.8878,1.389996529,TRUE
6.17,-0.011,12.8108,1.94000268,TRUE
74.07,11.1473,36.9311,0.280037403,TRUE
74.07,11.1473,36.9311,0.280037403,TRUE
74.07,11.1473,38.1172,0.480071545,TRUE
74.07,-0.519,44.7063,0.54408145,TRUE
74.07,3.2609,34.8586,0.536073446,TRUE
74.07,-2.4829,38.2497,0.496074677,TRUE
74.07,-0.3661,44.9621,0.56810236,TRUE
74.07,2.9674,36.6578,0.592068911,TRUE
74.07,-4.1575,44.0657,0.528079033,TRUE
74.07,2.8973,29.7999,0.416062832,TRUE
74.07,0.8778,29.3398,0.432075977,TRUE
74.07,-4.3845,41.6365,0.472061157,TRUE
73.56,6.6411,25.6911,0.424058437,TRUE
73.05,-5.7725,36.7437,0.432062864,FALSE
73.05,2.7625,36.4473,0.512124538,FALSE
73.05,-1.2132,37.5657,0.488024712,FALSE
73.05,0.98,29.8098,0.408055305,FALSE
73.05,1.7478,34.237,0.536086082,FALSE
72.53,-4.8031,39.7821,0.464073896,FALSE
72.53,7.0354,25.2527,0.480074167,FALSE
71.5,-5.2967,41.4068,0.520079613,FALSE
71.5,2.8007,34.7875,0.536077023,FALSE
70.99,-3.2804,39.3359,0.488074303,FALSE
70.99,4.0679,31.1271,0.520129204,FALSE
69.44,-2.471,42.5128,0.576027632,FALSE
69.44,3.6242,26.2668,0.456067562,FALSE
67.9,-3.5592,41.668,0.544077873,FALSE
67.9,5.3246,23.832,0.448069572,FALSE
66.36,-5.7129,35.079,0.448061705,FALSE
66.36,6.2348,22.9884,0.456071377,FALSE
63.27,-2.4093,36.2592,0.568083286,FALSE
63.27,0.2036,30.6767,0.48807168,FALSE
60.18,-1.4437,32.2168,0.464065313,FALSE
60.18,4.7604,22.569,0.480073214,FALSE
57.61,-2.6248,27.9286,0.47206378,FALSE
57.61,1.4532,30.3731,0.600137234,FALSE
55.04,-0.556,22.44,0.424017906,FALSE
55.04,0.2076,30.621,0.592089176,FALSE
49.38,-0.002,49.6739,0.960142374,FALSE
49.38,1.3877,24.9986,0.56808567,FALSE
46.29,0.9546,16.3978,0.408056974,FALSE
46.29,-1.7712,27.9556,0.560079575,FALSE
43.21,2.8434,18.5823,0.528077602,FALSE
39.09,-1.2792,22.8609,0.544122458,FALSE
39.09,1.7537,15.1577,0.440032244,FALSE
39.09,-1.887,19.1494,0.448061228,FALSE
36.01,3.2161,13.1471,0.472070456,FALSE
36.01,-2.2787,21.352,0.536083937,FALSE
32.4,2.4403,13.6056,0.480071545,TRUE
32.4,-0.1005,15.9469,0.552085161,TRUE
28.8,1.7163,9.2223,0.42406106,TRUE
28.8,-1.4114,13.6304,0.480073929,TRUE
25.72,1.2444,11.4655,0.520078897,TRUE
25.72,-0.8882,12.1067,0.464070797,TRUE
22.63,1.794,7.8991,0.424060345,TRUE
22.63,-1.1805,10.4391,0.44006443,TRUE
19.54,1.5033,8.2117,0.504079103,TRUE
19.54,-1.0651,10.4391,0.488069057,TRUE
16.97,1.9278,5.5798,0.408056974,TRUE
16.97,-0.2344,9.0336,0.600094318,TRUE
14.4,0.7595,6.1482,0.568088293,TRUE
14.4,-0.6722,6.9909,0.496065378,TRUE
11.83,0.3433,5.9024,0.472069263,TRUE
11.83,0.2653,6.4153,0.584081411,TRUE
9.77,0.8405,3.536,0.544078827,TRUE
9.77,-0.7857,5.0078,0.488094568,TRUE
7.97,0.6396,3.8528,0.584072828,TRUE
7.97,-0.1251,3.8254,0.52807641,TRUE
7.45,-0.0744,4.3508,0.568090916,TRUE
7.45,0.4426,2.4351,0.416063309,TRUE
6.68,-0.536,4.1086,0.488070488,TRUE
6.68,1.2146,1.4276,0.424116611,TRUE
6.17,-0.7507,2.7509,0.424011946,TRUE
6.17,0.2101,3.1514,0.600088358,TRUE
6.17,-0.4859,3.6983,0.488072872,TRUE
6.17,0.1894,3.256,0.488071918,TRUE
5.91,0.028,2.9339,0.448065042,TRUE
5.91,0.1659,2.9265,0.512075901,TRUE
5.91,-0.2038,4.0197,0.584080219,TRUE
5.91,0.4947,2.344,0.568083763,TRUE
5.91,-0.5017,3.8544,0.560079098,TRUE
6.17,0.1173,3.2681,0.520079851,TRUE
6.17,0.4456,1.8579,0.416055679,TRUE
67.39,373.7221,44.5099,0.023997068,TRUE
67.39,373.7221,32.2293,0.488073826,TRUE
67.9,373.7221,32.2293,0.488073826,TRUE
67.9,0.8083,25.6256,0.408056974,TRUE
67.9,-1.5403,36.7474,0.520093441,TRUE
67.9,2.9533,26.1986,0.456043243,TRUE
67.9,-3.9861,42.0303,0.536079407,TRUE
67.9,2.4683,37.5361,0.584083319,TRUE
67.9,-1.2312,30.619,0.440065384,TRUE
67.39,1.3029,26.265,0.408067226,TRUE
67.39,-0.0758,30.5501,0.472070456,TRUE
66.87,-1.5522,44.3169,0.600095034,TRUE
66.87,1.7914,36.7136,0.57608819,TRUE
66.36,0.5599,29.7968,0.488076687,TRUE
66.36,-1.4479,32.5798,0.480061054,TRUE
64.81,2.4903,23.6268,0.408056974,FALSE
64.81,-2.621,37.7439,0.528079033,FALSE
63.79,0.908,68.89,1.120161057,FALSE
61.73,0.3733,60.0087,1.04015398,FALSE
61.73,-0.2624,58.2658,0.968143463,FALSE
57.1,-0.1575,34.6873,0.568084002,FALSE
55.04,4.6247,18.2537,0.448062181,FALSE
55.04,-2.5443,28.4713,0.52807641,FALSE
55.04,-0.3807,30.4393,0.544077873,FALSE
51.44,0.9297,26.2583,0.512080908,FALSE
51.44,2.1929,18.4008,0.440063238,FALSE
49.38,-0.0451,25.2515,0.600089312,FALSE
47.32,0.1773,21.7365,0.528077602,FALSE
47.32,-2.6241,23.6096,0.448067188,FALSE
44.24,4.1163,15.3705,0.440062523,FALSE
44.24,-2.4296,22.7231,0.488071203,FALSE
42.18,1.1363,23.1213,0.576045036,FALSE
39.09,0.1779,22.5451,0.576117754,FALSE
39.09,-0.1918,19.2197,0.480065346,FALSE
39.09,1.5701,15.4682,0.472070694,FALSE
36.52,-0.5434,20.9565,0.584082127,FALSE
36.52,0.1012,14.7561,0.416060209,FALSE
36.01,-0.4148,17.6491,0.472072363,FALSE
33.95,0.3059,20.5424,0.576089859,TRUE
33.95,1.1696,15.6318,0.528073311,TRUE
32.4,-1.2125,15.9735,0.456064701,TRUE
32.4,1.3751,15.857,0.584086418,TRUE
30.86,-1.773,18.4612,0.512074947,TRUE
30.86,1.1829,15.2252,0.50407362,TRUE
28.8,1.1889,13.2595,0.56008029,TRUE
28.8,-1.2059,16.6744,0.552075386,TRUE
27.26,1.3834,12.8971,0.576081038,TRUE
27.26,-1.56,16.3979,0.536077499,TRUE
25.2,1.5719,12.2967,0.560077906,TRUE
25.2,-1.0931,14.5834,0.528073788,TRUE
23.14,1.6795,10.1498,0.544080496,TRUE
23.14,-0.2019,8.2669,0.42406249,TRUE
21.09,-0.329,10.6466,0.50407958,TRUE
21.09,-0.2218,9.8986,0.447993994,TRUE
19.54,1.0561,8.7806,0.528150558,TRUE
19.54,-0.3855,7.4136,0.408060312,TRUE
19.03,-0.597,10.0711,0.480068922,TRUE
19.03,0.9869,8.2047,0.51207304,TRUE
18.51,-1.5851,10.5405,0.456063986,TRUE
18.51,2.0361,6.3469,0.448065281,TRUE
18,-0.7162,6.9496,0.408057213,TRUE
18,-0.2435,11.08,0.600086212,TRUE
16.97,0.5285,7.5613,0.47207427,TRUE
16.97,-0.1118,6.9894,0.424062967,TRUE
16.46,-0.2292,7.837,0.448101044,TRUE
16.46,0.4544,7.5791,0.496040106,TRUE
16.46,0.2237,6.7248,0.472131491,TRUE
15.43,-0.8176,7.4825,0.424086571,TRUE
15.43,0.8547,6.5377,0.479990721,TRUE
14.91,-0.4118,9.041,0.568092346,TRUE
14.91,0.3018,6.8531,0.472050667,TRUE
14.4,0.0549,8.5182,0.600089312,TRUE
13.88,0.2997,6.8532,0.544080257,TRUE
13.88,-0.3027,7.9863,0.56010294,TRUE
13.37,0.4974,5.2498,0.432033062,TRUE
13.37,-0.4906,6.1484,0.432062864,TRUE
13.37,0.9299,4.6854,0.472064734,TRUE
13.37,-1.3744,7.33,0.45606637,TRUE
13.37,0.9036,5.962,0.520083904,TRUE
12.86,-0.1249,7.1137,0.58408761,TRUE
12.34,0.2886,5.7886,0.544075966,TRUE
12.34,-0.3257,5.4084,0.448065281,TRUE
11.83,-0.095,7.579,0.600084066,TRUE
11.83,0.2451,5.0926,0.440068483,TRUE
11.31,0.0672,12.2969,1.136163235,TRUE
10.28,-0.034,5.6297,0.512076855,TRUE
10.28,-0.1051,4.7525,0.41605854,TRUE
9.77,1.0675,2.8943,0.400065899,TRUE
9.77,-0.0974,4.6854,0.600084782,TRUE
8.74,0.0202,3.5806,0.46406126,TRUE
8.74,-0.2536,4.6854,0.520078659,TRUE
7.45,0.3279,3.9497,0.544076204,TRUE
7.45,0.2655,3.179,0.544078588,TRUE
6.68,-0.1752,3.8114,0.560083151,TRUE
6.68,0.0032,4.0725,0.60009408,TRUE
5.65,0.5262,2.038,0.464069128,TRUE
5.65,0.1428,1.858,0.504089594,TRUE
5.14,-0.4986,3.3809,0.536055565,TRUE
5.14,0.1923,2.7001,0.504072189,TRUE
5.14,-0.0378,2.9785,0.536135197,TRUE
5.14,0.2201,2.5083,0.584028482,TRUE
5.4,-0.7508,2.9785,0.408055782,TRUE
5.4,0.288,2.5082,0.408057928,TRUE
5.4,0.4255,2.038,0.504043341,TRUE
5.4,-0.1208,2.5082,0.536109209,TRUE
5.4,-0.2249,3.1419,0.536089182,TRUE
5.4,0.1654,2.5082,0.496070862,TRUE
5.65,-0.4444,3.5806,0.496075869,TRUE
5.65,0.3464,3.0569,0.584082127,TRUE
5.65,-0.4044,4.4895,0.59211421,TRUE
5.65,0.4887,2.7433,0.560050964,TRUE
5.65,-0.2768,3.4686,0.54408741,TRUE
5.91,-0.1384,4.2503,0.592084646,TRUE
71.5,17.122,140.5323,0.439519644,TRUE
71.5,17.122,140.5323,0.439519644,TRUE
71.5,17.122,104.5397,1.484987497,TRUE
71.5,-1.2327,40.3277,0.525444746,TRUE
71.5,0.5436,39.856,0.539515257,TRUE
71.5,1.8152,29.6426,0.450071096,TRUE
71.5,-0.137,34.9465,0.524980307,TRUE
71.5,-3.6306,41.673,0.494982481,TRUE
70.99,1.5527,69.4996,1.009985924,TRUE
70.99,0.3443,38.4496,0.574982166,TRUE
70.99,-0.6821,38.433,0.545020103,FALSE
70.99,1.8843,25.2502,0.400002718,FALSE
69.96,-0.4771,116.9012,1.65007782,FALSE
69.44,0.9289,32.5334,0.490098476,FALSE
69.44,-2.1744,36.7642,0.479863882,FALSE
67.9,2.5648,34.7744,0.555025101,FALSE
67.9,-1.5982,40.4072,0.565059423,FALSE
66.36,3.0655,31.3599,0.579926014,FALSE
63.27,-7.7868,39.7977,0.45000124,FALSE
63.27,5.8315,29.4399,0.484963655,FALSE
61.73,0.9657,29.773,0.535121918,FALSE
61.73,-0.0445,28.4833,0.509900331,FALSE
59.16,-0.9919,25.1833,0.420093298,FALSE
59.16,0.3152,28.9104,0.494896412,FALSE
59.16,1.7267,26.8282,0.5455091,FALSE
57.1,0.2517,21.1416,0.439579725,FALSE
54.53,-4.9936,29.7309,0.429949045,FALSE
54.53,4.4409,21.5215,0.424975157,FALSE
54.53,-0.038,24.1438,0.475095272,FALSE
52.98,-1.5525,33.9083,0.569925785,FALSE
52.98,4.5127,18.3619,0.480009556,FALSE
50.41,-1.309,19.0684,0.434981823,FALSE
51.44,-165.2935,5.3739,0.045622587,FALSE
49.38,14.5881,23.7692,0.469417334,FALSE
49.38,-0.6549,29.5034,0.544989824,FALSE
47.32,2.6111,22.1587,0.555023432,FALSE
47.32,-1.607,27.8767,0.569999695,FALSE
45.27,2.6946,16.4056,0.440103531,FALSE
45.27,-0.9756,21.7296,0.514887333,FALSE
42.18,-0.2604,21.0742,0.485120296,FALSE
42.18,1.8826,16.0738,0.459900856,FALSE
40.12,-2.6151,28.256,0.570028543,FALSE
40.12,3.8672,14.5478,0.444962502,FALSE
38.06,-0.5429,19.0186,0.535086155,FALSE
38.06,0.4047,14.5478,0.429943085,FALSE
36.01,0.2679,17.5065,0.540024757,FALSE
36.01,-1.3227,21.0545,0.534958601,FALSE
33.43,1.2827,18.7221,0.585121155,TRUE
33.43,-0.4231,19.216,0.559900284,TRUE
30.35,2.3322,11.0788,0.470033407,TRUE
30.35,-0.9714,14.331,0.504957438,TRUE
28.29,-0.2127,12.7557,0.435508013,TRUE
28.29,0.584,13.9056,0.529616594,TRUE
25.72,-0.3923,12.2946,0.43990612,TRUE
25.72,1.4845,9.4024,0.434982538,TRUE
23.14,0.4715,10.077,0.525187731,TRUE
23.14,-0.786,11.5207,0.500003099,TRUE
21.09,0.9897,8.9577,0.489837885,TRUE
21.09,-1.1285,9.2211,0.404982328,TRUE
18.51,0.8867,10.2239,0.575507402,TRUE
18.51,0.5574,6.6235,0.429632902,TRUE
17.49,-0.2541,6.9211,0.420372248,TRUE
17.49,0.0207,6.7895,0.414499044,TRUE
15.94,-0.0099,8.9578,0.545106411,TRUE
15.94,0.5122,7.6264,0.559922695,TRUE
14.91,-0.9682,9.4184,0.510098457,TRUE
14.91,1.5006,5.571,0.504886627,TRUE
13.37,-0.8323,6.3448,0.435023308,TRUE
13.37,0.6122,5.7053,0.490022659,TRUE
11.83,0.3729,5.3736,0.560049057,TRUE
11.83,-0.7191,6.1474,0.474916935,TRUE
10.28,0.0942,6.5422,0.525089979,TRUE
10.28,0.8583,4.2735,0.539957762,TRUE
8.74,-0.368,4.75,0.490464687,TRUE
8.74,0.5299,3.65,0.524500608,TRUE
7.45,0.1545,3.0737,0.495024443,TRUE
7.45,-0.317,3.9763,0.510100365,TRUE
6.17,0.7124,2.171,0.579925776,TRUE
6.17,-0.7032,3.9764,0.534967899,TRUE
4.88,0.8567,1.6106,0.505567074,TRUE
4.88,-0.4019,2.4342,0.479555845,TRUE
3.85,0.5702,1.1003,0.549999714,TRUE
3.85,-0.1272,1.1996,0.464883566,TRUE
3.34,-0.3749,2.0553,0.475024223,TRUE
3.34,0.2116,1.7921,0.56999898,TRUE
3.6,0.1507,1.2979,0.560489893,TRUE
3.6,-0.4026,2.2366,0.514499426,TRUE
3.85,-0.0035,2.4676,0.565122843,TRUE
3.85,0.3902,1.1988,0.459902763,TRUE
3.85,-0.3948,1.9579,0.450137138,TRUE
3.85,0.2554,1.3505,0.404850483,TRUE
4.11,-4.4027,6.0475,-0.414873123,TRUE
4.11,-0.6138,1.1025,2.494884253,TRUE
4.11,-0.3573,1.4579,0.585059166,TRUE
4.11,-0.3731,2.5426,0.559970617,TRUE
4.11,0.5133,0.9747,0.550004244,TRUE
4.37,-0.3252,2.1281,0.584982395,TRUE
4.37,0.1659,1.442,0.515023232,TRUE
4.37,0.2555,0.7819,0.570000172,TRUE
4.37,-0.0633,0.8015,0.48000598,TRUE
4.62,0.1292,0.524,0.514985323,TRUE
4.62,-0.0932,0.634,0.445123434,TRUE
4.62,-0.1261,1.1294,0.539900303,TRUE
4.62,-0.1356,1.3445,0.490027428,TRUE
4.88,0.4026,0.4391,0.444960356,TRUE
4.88,-1460.8507,3517.8733,0.495503426,TRUE
5.14,1684.6503,0.3031,0.429694653,TRUE
71.5,8.188,42.2028,0.370000839,TRUE
71.5,8.188,42.2028,0.370000839,TRUE
71.5,8.188,39.1439,0.580002069,TRUE
71.5,-0.2929,74.0318,1.05001092,TRUE
71.5,-2.7487,33.4419,0.410035372,TRUE
71.5,3.2903,32.7127,0.500000477,TRUE
71.5,-1.3591,36.8328,0.509989262,TRUE
71.5,0.4194,40.5077,0.58003211,TRUE
71.5,0.3616,30.7067,0.44997263,TRUE
71.5,-1.2432,37.1676,0.49998951,TRUE
71.5,0.2945,77.5962,1.09000802,TRUE
71.5,0.0066,78.2297,1.100010395,FALSE
70.99,-1.8372,34.7798,0.440001726,FALSE
70.47,2.0005,38.6816,0.570002556,FALSE
70.47,-0.4859,85.1355,1.160042048,FALSE
68.93,3.4199,27.4989,0.479968786,FALSE
68.93,-3.1218,39.8669,0.540015221,FALSE
67.9,0.6857,66.4968,0.989997387,FALSE
64.81,0.1109,37.2737,0.560003519,FALSE
64.81,-0.5333,36.7491,0.530046225,FALSE
61.73,1.5117,54.9015,1.009964943,FALSE
58.64,-0.3816,63.0742,1.080007315,FALSE
55.55,0.4337,29.2191,0.520006657,FALSE
55.55,1.1216,27.5773,0.550004721,FALSE
52.98,-0.5654,49.0121,0.889923096,FALSE
50.41,7.1933,9.1565,0.240086317,FALSE
50.41,-2.3485,24.8271,0.500001192,FALSE
48.35,0.1795,25.8225,0.53000474,FALSE
48.35,0.0539,24.7106,0.51000309,FALSE
45.27,0.9889,19.4415,0.44000411,FALSE
45.27,-0.3185,26.679,0.580024242,FALSE
